Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
121413,21,3,4,F,Married,9,P,403.1786444
178873,60,40,4,M,Married,8,P,285.1611597
157276,34,17,4,F,Single,7,P,419.1292879
177941,45,27,4,F,Single,14,P,383.9529906
181263,67,47,4,F,Married,3,P,333.4236021
134288,62,44,4,M,Married,6,P,40.96079291
113858,17,0,4,F,Married,13,P,173.1951407
163026,54,37,4,F,Single,15,P,236.6637807
151273,39,20,4,F,Married,13,P,295.7260312
138087,63,45,4,M,Single,7,P,383.5706642
126645,64,44,4,M,Single,8,P,227.7282693
124725,18,0,4,M,Single,14,D,927.7630189
182238,59,39,4,M,Married,5,P,473.3197121
119241,19,0,4,F,Single,9,D,623.740872
146590,65,48,4,F,Married,2,P,48.71728852
109370,29,11,4,M,Single,0,D,631.5946979
100966,22,3,4,M,Single,2,D,1289.983352
180549,32,12,4,F,Single,9,P,383.6844203
147012,65,47,4,M,Single,1,D,611.5439852
190143,38,19,4,M,Single,1,D,668.2032758
184023,23,4,4,F,Single,11,P,260.7504228
152880,41,22,4,F,Single,12,P,166.1953416
194011,47,30,4,F,Married,11,P,115.1744809
157156,64,45,4,M,Married,10,P,43.37500608
122620,20,2,4,F,Single,13,D,585.1896968
138549,38,21,4,F,Single,11,P,299.6722412
113916,28,10,4,M,Single,11,P,394.9000223
178891,58,39,4,F,Married,5,P,344.2672179
115174,69,48,4,M,Married,4,P,258.1710632
190592,20,3,4,M,Single,0,D,1848.845387
125351,21,4,4,F,Single,6,D,898.1259855
158891,68,48,4,M,Single,10,D,525.898743
144077,20,1,4,F,Single,6,D,774.1602653
116143,22,5,4,F,Married,9,P,419.8804724
165780,39,21,4,M,Single,6,P,419.6725481
184172,70,53,4,F,Married,10,P,256.7184947
174721,65,45,4,F,Single,9,P,113.0630237
113063,19,0,4,F,Married,12,P,329.9957677
169022,49,30,4,F,Single,6,P,397.2310449
159681,23,6,4,F,Married,12,P,201.2941482
157760,17,0,4,F,Married,7,P,468.812173
196000,22,5,4,F,Single,14,P,244.891672
168868,66,47,4,M,Married,8,P,323.0443489
140088,54,35,4,F,Single,2,D,637.2057499
161274,33,15,4,F,Single,8,P,440.0273323
123479,61,41,4,M,Married,8,P,353.7379997
141246,47,28,4,M,Married,1,P,452.9421807
107707,35,18,4,M,Single,13,P,367.5393468
132897,62,43,4,M,Single,12,P,111.4821338
117494,51,31,4,M,Single,2,D,1061.157458
183218,21,4,4,F,Married,10,P,458.3320697
145034,26,9,4,F,Single,6,P,437.8661847
189606,19,2,4,F,Single,14,P,357.3328031
109713,21,4,4,M,Married,8,P,345.5634481
131048,34,16,4,M,Single,15,P,364.8843178
185247,70,50,4,M,Married,3,P,222.7849424
184447,26,9,4,M,Single,4,D,639.8119066
120998,66,49,4,M,Single,13,P,244.1192847
156093,24,5,4,F,Married,12,P,260.6415955
166857,25,6,4,M,Married,13,P,197.3016678
192514,16,0,4,M,Married,5,D,678.4732977
111072,20,1,4,F,Single,15,P,246.4211463
105689,27,10,4,F,Married,11,P,203.481941
156370,32,12,4,F,Married,15,P,137.7164092
145755,30,13,4,M,Single,4,D,730.0730083
114767,25,7,4,M,Single,12,P,468.4496821
100718,18,1,4,M,Single,15,P,482.7386923
196074,20,3,4,F,Single,14,D,729.9872438
182749,22,5,4,M,Married,5,P,437.0523196
104893,66,46,4,F,Married,9,P,284.7056429
151604,32,12,4,F,Married,9,P,327.3299205
105040,70,49,4,F,Single,4,D,543.7224607
126766,48,28,4,F,Married,4,P,357.2248106
185785,17,0,4,F,Single,6,D,589.1773458
121740,49,31,4,F,Married,2,P,334.1259667
188579,39,21,4,F,Single,5,P,482.8221754
133169,52,35,4,M,Single,13,P,309.0594526
189757,21,3,4,F,Married,13,P,183.7059455
191510,36,17,4,M,Single,13,P,396.7605129
125449,24,5,4,M,Single,11,D,867.5820474
129931,20,1,4,F,Married,12,P,213.1578344
181223,64,47,4,M,Single,15,P,19.35304501
183936,52,31,4,F,Married,7,P,381.7601006
159583,52,31,4,M,Single,0,D,599.6689883
196980,39,20,4,F,Married,8,P,360.0393453
104439,23,6,4,F,Married,15,P,176.9938099
170970,18,0,4,M,Single,13,P,418.0118186
118601,50,33,4,M,Single,14,P,390.2230925
116185,17,0,4,M,Married,9,P,406.9418929
142807,67,46,4,M,Married,9,P,149.3350989
185203,68,47,4,F,Single,2,P,49.06175555
157201,70,50,4,M,Single,9,P,50.63007245
161111,17,0,4,F,Single,6,P,421.8215092
197597,61,42,4,M,Married,0,P,361.5514503
190665,30,10,4,F,Married,8,P,301.6996352
118275,27,9,4,M,Married,10,P,356.4852108
127374,37,17,4,F,Married,3,P,446.9680208
193015,69,51,4,F,Single,2,P,315.2465065
186108,18,0,4,F,Single,12,P,196.4010079
149691,68,51,4,F,Married,12,P,106.744504
115630,21,3,4,M,Married,12,P,302.910467
194333,58,41,4,M,Married,9,P,365.4426038
194310,26,6,4,M,Single,7,D,504.1454866
109556,52,32,4,F,Married,6,P,326.2572924
194634,39,20,4,F,Married,4,D,589.6208365
192431,61,43,4,F,Single,12,P,312.522305
181227,65,44,4,F,Single,4,P,400.4735077
132775,42,22,4,F,Single,9,P,432.7490525
175049,22,4,4,M,Married,14,D,605.6072165
120763,30,10,4,F,Single,10,P,341.9201456
138311,44,26,4,F,Married,10,P,329.220829
137560,66,45,4,M,Single,2,P,59.74835755
168922,21,2,4,F,Married,13,P,282.6123076
192657,65,46,4,M,Single,6,P,89.07133084
175886,51,32,4,M,Single,10,P,432.9486699
185377,37,18,4,M,Married,9,P,413.2981039
141929,22,3,4,F,Single,12,P,437.2083539
177389,22,5,4,M,Single,7,D,807.1660883
176542,19,1,4,M,Married,0,D,540.408481
162208,18,0,4,M,Married,10,D,760.7036261
186175,17,0,4,F,Single,15,P,416.3096147
110050,60,42,4,F,Married,14,P,18.92269289
159531,21,3,4,F,Single,12,P,333.8098672
104313,24,5,4,M,Married,13,P,326.3896388
111880,40,23,4,M,Single,4,D,808.310749
134508,61,40,4,F,Married,6,P,145.003963
110958,70,49,4,F,Single,15,P,101.2669787
168174,26,6,4,M,Married,15,P,259.7499425
157748,21,3,4,F,Single,10,D,610.4427025
183120,52,34,4,F,Married,14,P,359.9510785
186152,66,46,4,M,Married,6,P,53.98897059
145394,23,5,4,M,Single,12,P,213.1314131
138646,56,38,4,M,Single,11,D,530.6103621
163087,44,26,4,M,Single,4,D,628.8964673
116257,70,52,4,M,Single,2,P,300.2694754
114670,20,2,4,M,Single,11,D,832.5978179
128860,62,42,4,F,Single,8,P,90.32206754
174421,32,11,4,F,Married,14,P,223.1211246
159697,32,12,4,F,Single,7,P,352.8787669
168366,47,28,4,F,Single,12,P,214.0519855
136697,67,46,4,M,Single,5,P,321.5625934
163263,52,31,4,M,Married,3,D,584.728272
156504,61,40,4,F,Single,4,D,574.0934294
114528,16,0,4,M,Married,7,D,673.8552929
166512,31,11,4,F,Single,2,D,758.6592321
153449,65,45,4,M,Single,3,P,478.7439131
129066,18,0,4,F,Single,13,D,699.0305029
106286,59,38,4,F,Married,1,D,600.9593922
171451,32,11,4,M,Married,1,D,565.3811755
179062,34,15,4,M,Single,14,P,284.0077688
115929,52,35,4,F,Single,5,D,524.0062141
137038,62,43,4,M,Single,6,P,358.6892509
142612,17,0,4,F,Single,3,D,918.7340673
149317,35,14,4,F,Single,13,P,271.6713621
148071,19,2,4,F,Married,9,P,479.3297971
180354,22,3,4,M,Married,15,P,232.1748725
137745,56,37,4,M,Married,12,P,186.985364
144440,27,6,4,M,Married,14,P,306.4509931
183250,49,29,4,F,Single,10,P,424.6187252
105133,19,2,4,F,Single,6,D,739.8044903
119469,16,0,4,F,Single,14,P,378.2856373
116096,42,23,4,F,Married,11,P,151.6055874
163095,60,43,4,F,Married,6,P,146.7581689
161689,64,44,4,M,Single,14,P,38.39959509
177657,60,40,4,F,Single,8,P,126.1104143
100887,30,13,4,F,Married,10,P,315.6685673
138693,44,27,4,F,Single,6,P,416.7455539
189409,45,25,4,M,Single,10,P,378.6973128
115806,39,19,4,F,Married,14,P,180.1626966
156119,36,16,4,F,Single,1,D,652.9423246
163778,55,37,4,M,Married,6,P,362.7935448
102171,61,44,4,F,Single,0,P,376.5063767
134150,25,7,4,F,Married,12,P,146.3538524
173492,60,39,4,M,Married,10,P,346.9386523
186022,70,50,4,M,Single,7,P,409.4627203
198586,60,39,4,F,Married,10,P,345.2054142
164088,68,51,4,M,Single,7,P,47.04962724
198396,41,22,4,M,Married,5,D,546.6772185
144783,21,4,4,M,Married,13,P,273.640839
178218,36,19,4,F,Married,8,P,365.2978239
162825,51,31,4,F,Married,12,P,286.3316671
198046,25,7,4,M,Single,1,D,3227
196439,23,5,4,F,Married,14,P,274.6576474
151563,60,43,4,M,Single,11,P,107.8114166
174110,21,2,4,F,Married,12,P,495.187766
114940,58,38,4,M,Married,1,D,579.3588041
121883,41,22,4,F,Married,0,P,364.7726498
153258,67,48,4,F,Single,12,P,107.9707894
102655,36,16,4,F,Single,14,P,144.1626216
155631,57,37,4,M,Single,10,P,469.4075879
194813,17,0,4,M,Married,10,D,537.1256702
122925,17,0,4,M,Single,11,P,433.6890578
114629,70,53,4,M,Married,6,P,280.0771197
138287,58,37,4,M,Married,13,P,409.1785866
140080,19,2,4,F,Single,12,P,234.3263463
158139,63,42,4,M,Single,14,P,349.9552586
138550,18,0,4,F,Single,12,P,370.7909449
196750,65,46,4,F,Single,11,P,41.47417968
104843,21,3,4,F,Married,11,P,424.7213268
159427,17,0,4,M,Single,1,D,1776.525239
184327,65,48,4,F,Single,5,P,418.7371198
106224,40,23,4,M,Single,1,D,545.415933
145070,57,37,4,F,Married,3,P,436.2360182
148925,22,4,4,F,Single,14,P,341.2988319
189068,58,37,4,F,Single,11,P,231.7936213
113174,27,6,4,M,Single,5,D,851.2897498
115545,41,23,4,M,Single,9,P,497.2546463
171938,16,0,4,M,Married,13,P,446.5852619
182026,23,5,4,M,Single,13,P,418.9797333
175857,29,11,4,M,Single,1,D,813.7948792
141395,40,23,4,M,Married,4,D,640.6807811
172589,60,43,4,F,Single,7,P,305.7744547
149890,70,51,4,F,Single,10,P,306.8943535
107464,19,0,4,M,Single,13,P,403.3128501
162707,60,43,4,F,Single,12,P,198.8351675
105923,69,49,4,F,Married,6,P,31.48278112
134160,19,2,4,F,Married,15,P,187.3141493
145809,17,0,4,F,Single,6,D,744.9886189
108600,39,22,4,M,Single,6,P,420.8534944
131340,30,10,4,M,Married,12,P,317.7728698
145614,38,19,4,M,Single,10,P,390.3124558
166436,40,23,4,M,Married,3,D,619.8452402
135676,24,6,4,M,Married,13,D,567.0280937
136276,38,17,4,M,Single,2,P,488.8218131
108849,46,25,4,F,Married,9,P,356.5424441
192342,24,5,4,M,Single,0,D,987.0121712
103071,38,18,4,M,Single,8,P,429.5579461
117762,60,43,4,F,Single,3,D,518.349276
196534,36,15,4,M,Married,8,P,350.6783228
126625,65,48,4,M,Single,11,P,132.1886584
144064,34,16,4,M,Married,2,D,732.911493
111826,50,32,4,F,Married,15,P,196.1852896
155602,45,26,4,F,Married,3,D,532.4444303
115238,60,40,4,M,Single,5,P,198.4374006
156787,62,44,4,F,Single,14,P,46.58064516
161338,53,34,4,F,Single,7,P,350.837945
133099,44,23,4,M,Single,1,D,775.2016057
110911,68,47,4,M,Single,7,P,88.93732999
141607,23,5,4,M,Married,14,D,502.8963159
111066,67,46,4,M,Single,15,P,68.45241461
118016,68,47,4,F,Married,10,P,179.8111318
138689,31,14,4,F,Single,6,P,421.5918256
133073,33,15,4,M,Married,2,D,503.3392623
184422,20,1,4,F,Married,11,P,286.4642331
149313,67,46,4,M,Married,8,P,226.4673076
122926,61,40,4,F,Single,12,P,43.25624195
115318,22,3,4,F,Married,5,P,386.1943007
149154,26,9,4,M,Married,13,P,283.425868
130783,20,3,4,F,Single,6,D,949.5901163
132768,68,51,4,F,Single,7,P,204.7419495
153400,69,52,4,F,Single,8,P,164.9225449
134444,67,49,4,M,Married,14,P,153.2302241
158745,68,50,4,F,Married,1,P,233.2926778
128090,48,30,4,M,Single,4,D,758.8821771
158532,24,7,4,F,Married,13,P,203.6245304
175756,67,49,4,M,Single,10,P,272.8842105
159605,64,43,4,M,Married,7,P,188.6404174
145603,62,45,4,M,Single,9,P,47.17617264
134132,25,7,4,F,Married,15,P,411.6037626
122628,52,31,4,M,Married,1,D,574.4374634
114243,57,36,4,F,Single,15,P,355.1653687
176396,19,0,4,M,Single,1,D,1710.178261
161019,42,22,4,M,Single,0,D,515.8336994
148963,64,45,4,F,Married,13,P,99.41027091
129777,61,42,4,F,Single,15,P,346.1730892
155933,64,44,4,F,Married,13,P,317.7917793
131029,60,42,4,F,Married,3,P,143.0938411
123113,23,5,4,M,Married,13,P,271.1201143
128917,36,16,4,F,Single,4,D,697.2179608
104037,46,27,4,F,Single,10,D,504.8856084
193809,38,21,4,F,Married,3,D,564.4140951
169295,66,49,4,F,Single,9,P,38.81184155
193692,64,44,4,F,Single,13,P,239.1381641
145275,54,36,4,F,Married,9,P,325.9460374
159506,68,47,4,M,Married,6,P,110.7679747
151993,67,46,4,M,Single,14,P,371.4577215
166043,53,33,4,M,Married,5,D,514.2234708
133569,69,50,4,M,Married,1,P,71.72666395
167269,37,20,4,M,Single,9,D,519.2443029
147473,16,0,4,M,Married,11,D,502.6916232
132345,23,5,4,M,Married,13,P,252.8911414
176483,58,37,4,M,Single,7,P,461.0803128
129585,38,17,4,M,Married,13,P,200.981019
182468,26,9,4,F,Married,1,D,566.3665086
166402,68,50,4,F,Married,3,P,300.9867581
137953,63,44,4,M,Single,13,P,239.7316508
132864,20,3,4,F,Married,11,P,215.224046
127163,16,0,4,F,Single,13,D,602.4129398
139720,18,0,4,F,Married,7,P,453.060783
176431,32,15,4,F,Married,3,D,610.1817019
194493,61,43,4,F,Single,1,P,325.5620407
115844,56,35,4,M,Single,7,P,455.3487464
191575,26,8,4,M,Married,6,P,370.7876311
105923,47,29,4,M,Single,7,P,428.8987044
152224,22,5,4,F,Married,14,P,227.7061218
190124,16,0,4,F,Single,7,D,792.5986484
167486,64,43,4,M,Married,2,P,330.9392944
108450,59,42,4,M,Single,14,P,384.7952953
152052,20,1,4,F,Married,13,P,290.1191915
185811,63,46,4,F,Married,2,P,459.15844
139112,24,5,4,F,Single,6,D,663.6265959
110255,17,0,4,M,Single,4,D,1362.991866
102581,40,20,4,M,Single,5,D,524.2077031
121931,48,30,4,F,Married,15,P,201.6354415
110847,47,27,4,M,Single,11,P,223.9143018
156405,66,47,4,M,Single,3,P,323.9017759
190812,20,3,4,M,Single,10,D,899.4736913
134712,66,45,4,F,Married,8,P,121.7890849
195165,67,47,4,F,Single,7,P,163.1749036
126613,19,2,4,M,Single,10,D,965.0542936
180217,53,36,4,F,Single,10,P,388.7396022
132681,32,11,4,M,Married,5,D,567.0899565
101390,22,4,4,F,Married,11,P,311.3831572
177673,69,49,4,F,Single,6,P,229.7905566
125823,39,20,4,F,Single,9,P,474.0969887
125065,30,10,4,F,Single,7,P,412.3114852
162960,40,20,4,F,Married,12,P,199.1938556
144829,62,41,4,M,Married,8,P,321.0193108
163232,61,41,4,M,Married,6,P,229.0131944
142525,16,0,4,M,Married,13,P,210.492293
194448,60,43,4,F,Married,10,P,164.2509223
188513,67,49,4,M,Married,6,P,274.5961193
182783,66,45,4,F,Single,11,P,152.4554771
125992,19,1,4,F,Married,11,P,336.0323478
110070,32,13,4,M,Married,7,P,367.5626878
151614,38,19,4,M,Single,8,P,477.2124292
159643,17,0,4,F,Married,9,P,299.5350945
185597,33,12,4,M,Single,12,P,397.9327008
131015,43,22,4,M,Single,3,D,631.3015297
100520,21,3,4,F,Single,9,D,532.2788507
169983,69,50,4,F,Single,5,P,86.98662692
107057,60,42,4,F,Single,5,P,151.9905867
175957,69,52,4,F,Single,6,P,365.2719284
114563,63,44,4,M,Single,10,P,110.3872037
137705,19,0,4,F,Single,12,P,324.4128197
196909,47,26,4,M,Single,12,P,189.7427782
138190,40,20,4,M,Married,10,P,337.1846081
166113,21,4,4,F,Single,15,P,274.8065412
187161,37,19,4,M,Single,7,P,406.0777897
195034,50,33,4,M,Single,11,D,506.5247959
115473,33,13,4,M,Single,1,D,801.5256903
109960,67,50,4,M,Single,15,P,259.8633131
171960,63,43,4,M,Married,9,P,75.74933284
179665,28,11,4,F,Married,1,P,434.7078232
137977,61,40,4,M,Married,15,P,39.41953671
123630,22,3,4,F,Single,12,P,344.1224663
150286,47,29,4,M,Married,7,P,401.0545251
197985,22,5,4,F,Single,13,P,404.6017735
196620,69,49,4,F,Single,10,P,53.80049352
190769,41,24,4,F,Married,7,P,298.5527536
185021,70,52,4,F,Married,5,P,295.6484789
159287,37,18,4,M,Married,5,D,500.9940391
163327,23,6,4,M,Single,14,D,682.0951784
122909,26,5,4,M,Single,5,D,624.4043917
157345,65,47,4,F,Married,4,P,90.23492874
114988,20,3,4,M,Married,13,P,194.8801724
125727,40,19,4,F,Married,13,P,346.5575078
136951,18,0,4,F,Single,8,D,533.701051
128457,40,20,4,M,Married,14,P,230.8480023
191591,41,22,4,F,Married,15,P,279.8487014
135610,56,39,4,M,Single,12,P,268.177543
168127,26,9,4,M,Married,3,P,462.8754754
133072,69,52,4,M,Married,8,P,38.7881759
127818,18,0,4,F,Married,12,P,158.9961809
100876,17,0,4,M,Married,14,P,211.4928315
128030,22,5,4,F,Married,15,P,331.6047282
114098,30,13,4,F,Single,0,D,777.1630942
168645,57,36,4,F,Single,15,P,421.3057238
199595,64,47,4,F,Married,4,P,361.4699987
125207,65,48,4,M,Single,4,P,218.2755328
153751,62,43,4,F,Single,2,P,43.7908123
128103,33,14,4,F,Married,9,P,373.8715169
132545,19,2,4,M,Single,10,D,900.421872
180655,21,4,4,M,Married,11,P,389.0623132
159168,16,0,4,F,Married,12,P,211.2528407
105388,69,49,4,F,Married,10,P,225.8124156
109525,56,38,4,M,Single,11,P,445.7017775
182307,50,32,4,M,Married,2,P,403.4675137
173239,64,47,4,F,Married,12,P,204.1908375
149159,65,48,4,F,Married,2,P,90.11203101
150325,63,45,4,M,Married,10,P,180.3697143
169063,63,46,4,F,Single,2,D,501.3705536
126213,68,50,4,M,Married,6,P,262.0895176
123096,18,0,4,M,Single,2,D,1301.428122
167904,67,47,4,M,Single,10,P,417.8562987
194952,52,35,4,M,Married,10,P,369.3236174
119548,53,36,4,F,Single,13,P,408.5192601
119082,18,0,4,F,Single,12,P,188.2252113
190862,45,28,4,F,Single,2,D,742.4942154
128684,28,8,4,F,Single,13,P,316.7052401
114377,40,21,4,M,Single,2,D,855.9220408
107427,63,46,4,M,Single,13,P,130.2295943
118722,17,0,4,F,Single,15,P,246.2737827
176317,18,0,4,F,Married,14,P,276.7711105
101053,65,47,4,F,Married,9,P,121.5888263
110629,22,3,4,F,Married,15,P,177.6937993
104836,57,39,4,F,Married,10,P,274.6941979
196982,24,5,4,M,Single,11,D,636.6335813
185928,16,0,4,M,Married,1,D,905.766452
161439,24,7,4,M,Single,15,D,978.218947
199991,54,34,4,F,Married,5,P,418.9882422
110987,24,6,4,F,Single,12,P,441.3935364
116677,37,16,4,F,Single,10,P,450.0801777
106454,22,4,4,F,Single,9,P,483.225785
180587,23,4,4,F,Single,11,P,293.4971294
160155,55,37,4,F,Married,13,P,261.6604347
121123,45,24,4,M,Single,4,D,663.9290693
174050,64,46,4,F,Married,10,P,324.9433376
141294,24,7,4,M,Single,12,D,900.3112144
125885,68,51,4,F,Married,6,P,97.82043236
173615,51,30,4,F,Single,8,P,338.5637579
108804,17,0,4,F,Married,15,P,261.9462079
157576,33,12,4,M,Married,0,D,570.5972744
118053,63,43,4,M,Married,9,P,95.74811004
157096,58,39,4,F,Married,11,P,228.2181154
171672,59,42,4,M,Single,6,P,472.1804482
107181,70,49,4,M,Married,12,P,188.3055871
198111,51,34,4,F,Single,0,D,554.8745914
103713,18,0,4,M,Single,12,D,727.6521363
113370,43,26,4,M,Single,1,D,580.0371126
110437,22,4,4,F,Married,7,P,388.3373806
198008,21,3,4,M,Single,7,D,742.9845214
120340,43,25,4,F,Single,2,P,494.2415521
109423,24,7,4,M,Single,12,D,533.3063473
154596,44,24,4,M,Married,2,P,464.5986547
163120,21,4,4,M,Single,13,D,890.2712621
199340,52,35,4,F,Single,0,D,779.6095191
168568,19,2,4,M,Married,13,P,271.8448659
178352,65,44,4,M,Married,13,P,103.759105
168751,35,14,4,F,Married,14,P,181.6477538
132804,20,1,4,M,Single,9,D,857.3325509
110472,24,7,4,F,Married,12,P,147.8908582
176968,19,2,4,M,Married,15,P,478.6726502
173551,22,3,4,F,Married,15,P,412.5535681
142238,60,39,4,M,Single,9,P,43.74282845
142555,64,45,4,M,Single,10,P,43.04892652
196243,16,0,4,F,Married,15,P,238.747151
179625,44,24,4,M,Single,8,P,482.6284386
116916,69,49,4,F,Married,7,P,107.7943184
163677,48,28,4,F,Single,11,P,207.7646245
122915,66,45,4,F,Single,8,P,280.6237231
193095,49,32,4,M,Married,12,P,179.1359401
172897,60,43,4,F,Single,11,P,229.8413217
194621,69,48,4,F,Single,8,P,50.86308542
174607,47,30,4,M,Married,6,P,336.704949
155719,70,51,4,M,Married,9,P,331.7728568
150786,59,38,4,F,Single,11,P,192.4641554
143832,24,5,4,F,Married,15,P,426.9693417
163581,69,51,4,M,Single,9,P,165.7078246
134296,22,5,4,F,Single,15,P,217.2248811
118921,36,15,4,F,Single,7,P,420.8842146
143262,29,10,4,M,Married,7,P,380.4149657
110924,33,12,4,M,Married,8,P,367.5004938
113216,70,52,4,F,Married,14,P,218.1447717
109512,31,11,4,M,Married,4,P,404.8704685
150426,16,0,4,F,Married,12,P,132.2946781
155146,68,51,4,M,Single,15,P,247.5534711
171118,20,2,4,F,Married,14,P,216.8379707
103008,23,6,4,F,Single,15,D,523.2093617
152631,28,9,4,F,Married,11,P,205.3600391
177583,67,49,4,F,Single,11,P,40.59822642
198429,57,40,4,F,Single,5,P,427.6201278
165555,63,46,4,M,Married,9,P,132.6763307
147966,44,27,4,M,Married,6,P,357.4247898
113218,65,45,4,F,Married,6,P,267.3935689
193194,28,7,4,F,Married,11,P,235.4002033
103144,18,1,4,M,Single,15,D,656.5910916
170524,32,15,4,F,Married,3,P,487.361598
161859,59,42,4,M,Single,10,P,451.5560957
105404,41,24,4,M,Married,11,P,243.2859125
177159,45,26,4,M,Single,3,D,700.7749063
154193,59,38,4,F,Single,1,D,637.1596088
139896,68,47,4,M,Married,4,P,454.0613287
193040,60,43,4,M,Single,13,P,323.0459727
191030,37,20,4,F,Married,5,D,563.0655171
133804,70,53,4,F,Married,11,P,178.943418
120642,68,47,4,F,Single,9,P,178.4785918
148775,17,0,4,F,Married,15,P,165.3738542
104092,17,0,4,F,Single,10,P,404.2290392
126776,24,7,4,M,Married,11,P,447.220707
190820,27,6,4,M,Single,9,P,470.0810446
126196,26,9,4,F,Single,13,P,267.2991108
130631,25,6,4,F,Married,12,P,332.5473656
149769,38,18,4,F,Single,10,P,393.7192587
174646,25,8,4,M,Married,13,P,310.3989646
109525,20,1,4,F,Single,11,D,763.2407384
107394,64,45,4,F,Married,11,P,18.10363382
155207,21,3,4,M,Married,14,P,281.7888965
154343,25,6,4,M,Married,11,P,448.9265704
138131,70,49,4,M,Married,0,P,204.6221308
156771,46,25,4,F,Single,13,P,178.8078918
156633,67,48,4,F,Married,6,P,66.53102098
173422,58,41,4,F,Single,12,P,307.8314635
183887,16,0,4,F,Married,6,P,377.0209798
132963,65,45,4,M,Single,3,D,719.882821
118516,46,26,4,M,Single,9,D,505.1093518
120347,62,44,4,F,Married,13,P,206.7535913
144815,17,0,4,F,Single,14,D,637.2844851
167353,25,6,4,F,Married,7,P,436.2493995
103769,19,2,4,F,Single,13,P,436.4979325
168348,51,31,4,F,Single,1,D,540.2230723
174204,67,46,4,F,Single,3,P,166.635409
167598,38,21,4,M,Married,14,P,379.0386202
113818,67,47,4,M,Single,7,P,79.27369925
175145,37,16,4,F,Single,9,P,442.8171912
149550,17,0,4,M,Single,10,D,915.2129933
164835,58,41,4,F,Married,2,P,363.323362
136536,62,42,4,F,Single,6,P,369.6051975
165357,49,30,4,F,Married,10,P,322.5905582
179381,59,42,4,M,Married,15,P,138.4931379
109615,64,44,4,M,Single,9,P,338.9800943
100761,56,37,4,F,Married,15,P,169.6628918
114647,31,12,4,M,Married,2,D,563.0420952
197756,27,8,4,M,Single,7,P,383.975515
157229,64,47,4,F,Married,8,P,141.4576799
115248,25,8,4,F,Married,5,P,497.1707541
120886,25,7,4,F,Single,9,D,585.0701177
182958,65,44,4,M,Single,13,P,230.6718199
181035,19,1,4,F,Married,7,P,327.4433776
122977,41,24,4,M,Single,1,D,550.4005101
135552,65,44,4,M,Married,9,P,309.7591136
113770,68,47,4,F,Single,2,P,133.9413601
195396,50,30,4,F,Single,12,P,298.1695747
175386,40,22,4,M,Married,1,D,530.8373756
184204,22,3,4,F,Married,10,P,485.7020951
145952,32,12,4,M,Single,1,D,626.0486157
100899,46,28,4,F,Single,7,P,361.7241882
198932,22,5,4,M,Married,13,P,409.7724218
186600,64,47,4,F,Single,2,P,448.5428067
179672,42,23,4,F,Single,4,D,650.1712786
148840,61,42,4,F,Married,6,P,300.4728614
116565,41,23,4,F,Married,9,P,358.8415152
198974,20,3,4,F,Single,15,P,396.1260471
168270,43,22,4,M,Married,8,P,355.3785351
148222,21,4,4,F,Single,13,P,287.4566621
155059,66,45,4,F,Single,1,D,505.5540679
111336,24,5,4,M,Married,11,D,522.5298648
122039,29,11,4,F,Single,12,P,304.4703177
125784,31,12,4,F,Single,10,P,399.3725433
191255,20,2,4,F,Married,6,P,278.7454211
130933,67,48,4,M,Married,7,P,186.993559
192726,66,45,4,M,Single,0,P,201.3255307
153290,26,6,4,F,Single,1,P,364.0440382
170048,22,3,4,F,Married,13,P,292.3054943
191765,59,41,4,M,Married,13,P,314.4598733
126898,31,13,4,F,Married,3,P,489.0028192
140050,63,43,4,F,Married,12,P,81.22172776
101728,35,16,4,M,Married,9,P,361.6928031
111428,31,11,4,F,Single,12,P,218.2384338
171847,22,5,4,M,Single,12,P,437.2300123
174989,56,37,4,M,Single,13,P,407.2254318
154649,16,0,4,F,Single,15,D,669.4806249
120883,34,14,4,M,Single,9,P,499.7077501
147513,23,5,4,F,Single,7,D,820.2508634
145847,16,0,4,F,Single,9,D,792.9503309
168185,16,0,4,F,Single,9,D,621.2361814
166435,33,12,4,F,Married,4,D,538.0784879
190015,36,19,4,F,Single,3,D,783.342
163270,52,34,4,M,Single,3,P,445.1230469
162334,43,26,4,F,Single,7,P,373.7273369
163279,68,51,4,F,Married,11,P,149.7620467
146654,58,37,4,M,Married,14,P,248.2583182
178668,31,11,4,M,Married,3,D,552.5747807
157189,47,29,4,M,Single,12,P,415.0184049
103187,18,0,4,M,Single,11,D,686.9093288
164858,68,51,4,F,Married,1,P,62.36394588
196894,66,47,4,F,Single,12,P,237.6114904
192232,55,34,4,F,Single,9,P,337.3539515
137197,42,25,4,F,Single,12,P,357.7458818
144783,35,18,4,M,Married,8,P,380.9647394
120406,48,27,4,M,Single,3,D,721.3954283
187050,65,44,4,M,Married,11,P,209.0290624
112609,18,0,4,M,Married,11,P,430.7125121
112727,66,47,4,F,Married,13,P,34.54813739
164953,22,5,4,F,Single,14,P,257.9823303
115626,33,15,4,F,Married,9,P,339.2867738
118565,63,43,4,F,Single,6,P,347.4387209
110410,20,3,4,M,Single,10,D,839.3059837
112670,64,46,4,M,Married,7,P,187.4899744
148202,31,11,4,M,Married,12,P,166.4256636
135507,20,1,4,F,Married,1,P,442.7993053
172376,34,16,4,F,Married,15,P,313.1482523
133706,65,48,4,F,Married,7,P,319.7444939
